path	audit_disposition
docs/SEMANTIC-IMAGE-DEPENDENCY-NAVIGATION-V1.md	reviewed; no correction required
docs/SEMANTIC-IMAGE-FACETS-V1.md	reviewed; no correction required
docs/SEMANTIC-IMAGE-FUNCTION-INSTANCES-V1.md	reviewed; no correction required
docs/SEMANTIC-IMAGE-FUNCTION-REFERENCE-V1.md	reviewed; no correction required
docs/SEMANTIC-IMAGE-HIR-RELATIONSHIPS-V1.md	reviewed; no correction required
docs/SEMANTIC-IMAGE-STORE-V1.md	reviewed; no correction required
docs/SEMANTIC-IMPACT-V1.md	reviewed; no correction required
docs/SEMANTIC-PATCH-EVIDENCE-V1.md	reviewed; no correction required
docs/SEMANTIC-PATCH-EVIDENCE-V2.md	reviewed; no correction required
docs/SEMANTIC-PATCH-V2.md	reviewed; no correction required
docs/SEMANTIC-RETENTION-CHECKPOINT-V1.md	reviewed; no correction required
docs/SEMANTIC-RETENTION-HOST-LIFECYCLE-V1.md	reviewed; no correction required
docs/SEMANTIC-RETENTION-METADATA-CLI-V1.md	reviewed; no correction required
docs/SEMANTIC-RETENTION-PROTOCOL-SESSION-V1.md	reviewed; no correction required
docs/SEMANTIC-RETENTION-REGISTRY-V1.md	reviewed; no correction required
docs/SEMANTIC-REVIEW-V1.md	reviewed; no correction required
docs/SEMANTIC-TARGET-EVIDENCE-V1.md	reviewed; no correction required
docs/SEMANTIC-WORKSPACE-CHANGE-V1.md	reviewed; current prose/references reconciled
docs/SEMANTIC-WORKSPACE-IMAGE-V1.md	reviewed; no correction required
docs/SEMANTIC-WORKSPACE-OPERATIONS-V1.md	reviewed; no correction required
docs/SEMANTIC-WORKSPACE-PATCH-EVIDENCE-V1.md	reviewed; no correction required
docs/SEMANTIC-WORKSPACE-TRANSACTION-V1.md	reviewed; no correction required
docs/SEMANTIC-WORKSPACE-V1.md	reviewed; current prose/references reconciled
docs/SHARED-LOAN-PLAN-V1.md	reviewed; current prose/references reconciled
docs/SIMD-REPORT-V1.md	reviewed; no correction required
docs/STANDARD-LIBRARY-CATALOG.md	compiler-embedded; preserved byte-for-byte
docs/STANDARD-LIBRARY-V1.md	reviewed; current prose/references reconciled
docs/STATIC-PROTOCOL-CONFORMANCE-V1.md	reviewed; current prose/references reconciled
docs/STRING-OPS-V1.md	reviewed; current prose/references reconciled
docs/STRUCTURED-TASKS-RUNTIME-V1.md	reviewed; no correction required
docs/SUMMARY.md	reviewed; current prose/references reconciled
docs/TEST-BYTE-ASSERTIONS-V1.md	reviewed; no correction required
docs/TYPED-PATH-V1.md	reviewed; no correction required
docs/UI-SCHEMA-V1.md	reviewed; current prose/references reconciled
docs/UNIFIED-CLI-V1.md	reviewed; current prose/references reconciled
docs/UNIVERSAL-SEMANTIC-QUERY-V1.md	reviewed; no correction required
docs/UNIVERSAL-SEMANTIC-TRANSACTION-COMPOSITION-V1.md	reviewed; current prose/references reconciled
docs/UNIVERSAL-SEMANTIC-TRANSACTION-V1.md	reviewed; no correction required
docs/UNIVERSAL-SEMANTIC-TRANSACTION-V2.md	reviewed; no correction required
docs/UNIVERSAL-SEMANTIC-WORKFLOW-CLI-V1.md	reviewed; no correction required
docs/UNSAFE-BOUNDARIES-V1.md	reviewed; no correction required
docs/USEFUL-TEXT-CONSUMER-V1.md	reviewed; no correction required
docs/VSCODE-SAVED-SOURCE-ADAPTER-V1.md	reviewed; current prose/references reconciled
docs/WASM-INTERNAL-STRINGS-V1.md	reviewed; current prose/references reconciled
docs/WASM-INTERNAL-STRINGS-WEB-V1.md	reviewed; current prose/references reconciled
docs/WASM-OWNED-ABI-V1.md	reviewed; no correction required
docs/WASM-SCALAR-EXPORTS-V1.md	reviewed; current prose/references reconciled
docs/WHILE-LOOPS-V1.md	reviewed; no correction required
docs/WINDOWS-OWNED-NPM-PUBLICATION-V1.md	reviewed; no correction required
docs/WIT-COMPONENT-BOUNDARY-V1.md	reviewed; no correction required
docs/WORKSPACE-ANALYSIS-V1.md	reviewed; current prose/references reconciled
docs/WORKSPACE-EXECUTION-ASSOCIATION-V1.md	reviewed; no correction required
docs/WORKSPACE-EXECUTION-MIGRATION-V1.md	reviewed; no correction required
docs/WORKSPACE-SEMANTIC-GRAPH-V1.md	reviewed; current prose/references reconciled
docs/WORKSPACE-SESSION-CLI-V1.md	reviewed; current prose/references reconciled
docs/decisions/0001-graphify.md	historical/provenance; preserved byte-for-byte
docs/decisions/0002-managed-workspace-generations.md	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-client-mcp/85084537bfe41fd1c2d1691b19a25a9955d76731/a20ed6b8b39d8c4e48cd277a4a6936e5acc4b8d20be55ac381d3ae22e26d8ddb/clients-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-client-mcp/85084537bfe41fd1c2d1691b19a25a9955d76731/a20ed6b8b39d8c4e48cd277a4a6936e5acc4b8d20be55ac381d3ae22e26d8ddb/evidence.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-client-mcp/85084537bfe41fd1c2d1691b19a25a9955d76731/a20ed6b8b39d8c4e48cd277a4a6936e5acc4b8d20be55ac381d3ae22e26d8ddb/mcp-adapter-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-client-mcp/85084537bfe41fd1c2d1691b19a25a9955d76731/a20ed6b8b39d8c4e48cd277a4a6936e5acc4b8d20be55ac381d3ae22e26d8ddb/mcp-cli-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-client-mcp/85084537bfe41fd1c2d1691b19a25a9955d76731/a20ed6b8b39d8c4e48cd277a4a6936e5acc4b8d20be55ac381d3ae22e26d8ddb/typescript-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-client-mcp/c69600e853a5ecc0df0b23e1329770914ba06e99/a75079dade56fc30ea062fdb327cc40c742659b99f3e2bd10ebb9a41bc54a225/clients-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-client-mcp/c69600e853a5ecc0df0b23e1329770914ba06e99/a75079dade56fc30ea062fdb327cc40c742659b99f3e2bd10ebb9a41bc54a225/evidence.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-client-mcp/c69600e853a5ecc0df0b23e1329770914ba06e99/a75079dade56fc30ea062fdb327cc40c742659b99f3e2bd10ebb9a41bc54a225/mcp-adapter-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-client-mcp/c69600e853a5ecc0df0b23e1329770914ba06e99/a75079dade56fc30ea062fdb327cc40c742659b99f3e2bd10ebb9a41bc54a225/mcp-cli-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-client-mcp/c69600e853a5ecc0df0b23e1329770914ba06e99/a75079dade56fc30ea062fdb327cc40c742659b99f3e2bd10ebb9a41bc54a225/typescript-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/canonical-git/e3a9378c33342571621026f9a8c98a191e06e8521faeb97c223a3a0e74801a7f/agent-task-economics-sha1.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/canonical-git/e3a9378c33342571621026f9a8c98a191e06e8521faeb97c223a3a0e74801a7f/agent-task-economics-sha256.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/canonical-git/e3a9378c33342571621026f9a8c98a191e06e8521faeb97c223a3a0e74801a7f/candidate-publication-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/canonical-git/e3a9378c33342571621026f9a8c98a191e06e8521faeb97c223a3a0e74801a7f/cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/canonical-git/e3a9378c33342571621026f9a8c98a191e06e8521faeb97c223a3a0e74801a7f/evidence.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/canonical-git/e3a9378c33342571621026f9a8c98a191e06e8521faeb97c223a3a0e74801a7f/managed-workflow-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/client-mcp/ca1b8e2b5c1df6c61e471bb1a900e4029bc21dca64d4c0a0e34862f97adcaecd/clients-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/client-mcp/ca1b8e2b5c1df6c61e471bb1a900e4029bc21dca64d4c0a0e34862f97adcaecd/evidence.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/client-mcp/ca1b8e2b5c1df6c61e471bb1a900e4029bc21dca64d4c0a0e34862f97adcaecd/mcp-adapter-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/client-mcp/ca1b8e2b5c1df6c61e471bb1a900e4029bc21dca64d4c0a0e34862f97adcaecd/mcp-cli-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/client-mcp/ca1b8e2b5c1df6c61e471bb1a900e4029bc21dca64d4c0a0e34862f97adcaecd/typescript-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/client-mcp/ca1b8e2b5c1df6c61e471bb1a900e4029bc21dca64d4c0a0e34862f97adcaecd/typescript-request-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/evidence.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/independent-mcp-sdk/compiler-build-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/independent-mcp-sdk/observation.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/independent-mcp-sdk/server-stderr.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/vscode-host/546162ce9c101050226f554bfb88234475225848739e5d22741f6a62a53bc56b/compiler-build-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/vscode-host/546162ce9c101050226f554bfb88234475225848739e5d22741f6a62a53bc56b/controller-node.tap	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/vscode-host/546162ce9c101050226f554bfb88234475225848739e5d22741f6a62a53bc56b/evidence.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/vscode-host/546162ce9c101050226f554bfb88234475225848739e5d22741f6a62a53bc56b/vscode-extension-host.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/4e6751f92525ed8e4bb5e859233616df7adc86d1/76b2e7fab8a5c90fac6ed9c06fff8debe6c97bef015ff26ac53daf8b6ae0eeff/vscode-host/546162ce9c101050226f554bfb88234475225848739e5d22741f6a62a53bc56b/vscode-host-observation.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/d85566f0682df0d236f7df3023479dc0ea50d450/77773f4655620b36f9a43f462e128de195345f1b58290823551ebceb908b0f18/canonical-git/9f8a43f4d1f723d4b6d70137ced0a93bf18e0e936c749268c76ff2e3c6ae80c0/agent-task-economics-sha1.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/d85566f0682df0d236f7df3023479dc0ea50d450/77773f4655620b36f9a43f462e128de195345f1b58290823551ebceb908b0f18/canonical-git/9f8a43f4d1f723d4b6d70137ced0a93bf18e0e936c749268c76ff2e3c6ae80c0/agent-task-economics-sha256.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/d85566f0682df0d236f7df3023479dc0ea50d450/77773f4655620b36f9a43f462e128de195345f1b58290823551ebceb908b0f18/canonical-git/9f8a43f4d1f723d4b6d70137ced0a93bf18e0e936c749268c76ff2e3c6ae80c0/cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/d85566f0682df0d236f7df3023479dc0ea50d450/77773f4655620b36f9a43f462e128de195345f1b58290823551ebceb908b0f18/canonical-git/9f8a43f4d1f723d4b6d70137ced0a93bf18e0e936c749268c76ff2e3c6ae80c0/evidence.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/d85566f0682df0d236f7df3023479dc0ea50d450/77773f4655620b36f9a43f462e128de195345f1b58290823551ebceb908b0f18/client-mcp/9643dd9c3a73095dfa5340fa8efd6a2330d69d12ccfcf1564c3ee770a9b9702a/clients-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/d85566f0682df0d236f7df3023479dc0ea50d450/77773f4655620b36f9a43f462e128de195345f1b58290823551ebceb908b0f18/client-mcp/9643dd9c3a73095dfa5340fa8efd6a2330d69d12ccfcf1564c3ee770a9b9702a/evidence.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/d85566f0682df0d236f7df3023479dc0ea50d450/77773f4655620b36f9a43f462e128de195345f1b58290823551ebceb908b0f18/client-mcp/9643dd9c3a73095dfa5340fa8efd6a2330d69d12ccfcf1564c3ee770a9b9702a/mcp-adapter-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/d85566f0682df0d236f7df3023479dc0ea50d450/77773f4655620b36f9a43f462e128de195345f1b58290823551ebceb908b0f18/client-mcp/9643dd9c3a73095dfa5340fa8efd6a2330d69d12ccfcf1564c3ee770a9b9702a/mcp-cli-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/d85566f0682df0d236f7df3023479dc0ea50d450/77773f4655620b36f9a43f462e128de195345f1b58290823551ebceb908b0f18/client-mcp/9643dd9c3a73095dfa5340fa8efd6a2330d69d12ccfcf1564c3ee770a9b9702a/typescript-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/d85566f0682df0d236f7df3023479dc0ea50d450/77773f4655620b36f9a43f462e128de195345f1b58290823551ebceb908b0f18/client-mcp/9643dd9c3a73095dfa5340fa8efd6a2330d69d12ccfcf1564c3ee770a9b9702a/typescript-request-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/d85566f0682df0d236f7df3023479dc0ea50d450/77773f4655620b36f9a43f462e128de195345f1b58290823551ebceb908b0f18/evidence.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/d85566f0682df0d236f7df3023479dc0ea50d450/77773f4655620b36f9a43f462e128de195345f1b58290823551ebceb908b0f18/independent-mcp-sdk/compiler-build-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/d85566f0682df0d236f7df3023479dc0ea50d450/77773f4655620b36f9a43f462e128de195345f1b58290823551ebceb908b0f18/independent-mcp-sdk/observation.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/d85566f0682df0d236f7df3023479dc0ea50d450/77773f4655620b36f9a43f462e128de195345f1b58290823551ebceb908b0f18/independent-mcp-sdk/server-stderr.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/d85566f0682df0d236f7df3023479dc0ea50d450/77773f4655620b36f9a43f462e128de195345f1b58290823551ebceb908b0f18/vscode-host/ffcac686e3fff47f719beea8395ed45a915036b80e03840d1c7d992676633749/compiler-build-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/d85566f0682df0d236f7df3023479dc0ea50d450/77773f4655620b36f9a43f462e128de195345f1b58290823551ebceb908b0f18/vscode-host/ffcac686e3fff47f719beea8395ed45a915036b80e03840d1c7d992676633749/controller-node.tap	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/d85566f0682df0d236f7df3023479dc0ea50d450/77773f4655620b36f9a43f462e128de195345f1b58290823551ebceb908b0f18/vscode-host/ffcac686e3fff47f719beea8395ed45a915036b80e03840d1c7d992676633749/evidence.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/d85566f0682df0d236f7df3023479dc0ea50d450/77773f4655620b36f9a43f462e128de195345f1b58290823551ebceb908b0f18/vscode-host/ffcac686e3fff47f719beea8395ed45a915036b80e03840d1c7d992676633749/vscode-extension-host.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase0/d85566f0682df0d236f7df3023479dc0ea50d450/77773f4655620b36f9a43f462e128de195345f1b58290823551ebceb908b0f18/vscode-host/ffcac686e3fff47f719beea8395ed45a915036b80e03840d1c7d992676633749/vscode-host-observation.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase1-product-workflow/3c605fe3055539a9a5f2bf83e98c8c2a521ff741/8e18e9dea2050844c554a826e9485394ef44381c24915602ff52952448862cfa/evidence.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase1-product-workflow/3c605fe3055539a9a5f2bf83e98c8c2a521ff741/8e18e9dea2050844c554a826e9485394ef44381c24915602ff52952448862cfa/generated-product-workflow-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase1-product-workflow/3c605fe3055539a9a5f2bf83e98c8c2a521ff741/8e18e9dea2050844c554a826e9485394ef44381c24915602ff52952448862cfa/generated-product-workflow-hostile-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase1-product-workflow/3c605fe3055539a9a5f2bf83e98c8c2a521ff741/8e18e9dea2050844c554a826e9485394ef44381c24915602ff52952448862cfa/generated-product-workflow-typescript-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase1-product-workflow/3c605fe3055539a9a5f2bf83e98c8c2a521ff741/8e18e9dea2050844c554a826e9485394ef44381c24915602ff52952448862cfa/hostile-workflow.default.snapshot.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase1-product-workflow/3c605fe3055539a9a5f2bf83e98c8c2a521ff741/8e18e9dea2050844c554a826e9485394ef44381c24915602ff52952448862cfa/hostile-workflow.observation.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase1-product-workflow/3c605fe3055539a9a5f2bf83e98c8c2a521ff741/8e18e9dea2050844c554a826e9485394ef44381c24915602ff52952448862cfa/hostile-workflow.transcript.ndjson	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase1-product-workflow/3c605fe3055539a9a5f2bf83e98c8c2a521ff741/8e18e9dea2050844c554a826e9485394ef44381c24915602ff52952448862cfa/workflow-python.generated-client.txt	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase1-product-workflow/3c605fe3055539a9a5f2bf83e98c8c2a521ff741/8e18e9dea2050844c554a826e9485394ef44381c24915602ff52952448862cfa/workflow-python.handoff.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase1-product-workflow/3c605fe3055539a9a5f2bf83e98c8c2a521ff741/8e18e9dea2050844c554a826e9485394ef44381c24915602ff52952448862cfa/workflow-python.observation.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase1-product-workflow/3c605fe3055539a9a5f2bf83e98c8c2a521ff741/8e18e9dea2050844c554a826e9485394ef44381c24915602ff52952448862cfa/workflow-python.transcript.ndjson	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase1-product-workflow/3c605fe3055539a9a5f2bf83e98c8c2a521ff741/8e18e9dea2050844c554a826e9485394ef44381c24915602ff52952448862cfa/workflow-rust.generated-client.txt	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase1-product-workflow/3c605fe3055539a9a5f2bf83e98c8c2a521ff741/8e18e9dea2050844c554a826e9485394ef44381c24915602ff52952448862cfa/workflow-rust.handoff.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase1-product-workflow/3c605fe3055539a9a5f2bf83e98c8c2a521ff741/8e18e9dea2050844c554a826e9485394ef44381c24915602ff52952448862cfa/workflow-rust.observation.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase1-product-workflow/3c605fe3055539a9a5f2bf83e98c8c2a521ff741/8e18e9dea2050844c554a826e9485394ef44381c24915602ff52952448862cfa/workflow-rust.transcript.ndjson	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase1-product-workflow/3c605fe3055539a9a5f2bf83e98c8c2a521ff741/8e18e9dea2050844c554a826e9485394ef44381c24915602ff52952448862cfa/workflow-typescript.generated-client.txt	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase1-product-workflow/3c605fe3055539a9a5f2bf83e98c8c2a521ff741/8e18e9dea2050844c554a826e9485394ef44381c24915602ff52952448862cfa/workflow-typescript.handoff.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase1-product-workflow/3c605fe3055539a9a5f2bf83e98c8c2a521ff741/8e18e9dea2050844c554a826e9485394ef44381c24915602ff52952448862cfa/workflow-typescript.observation.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-phase1-product-workflow/3c605fe3055539a9a5f2bf83e98c8c2a521ff741/8e18e9dea2050844c554a826e9485394ef44381c24915602ff52952448862cfa/workflow-typescript.transcript.ndjson	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-vscode-host/2888f84f123b7caa44aa6807388d98f851d4beaf/f6f3987f755afcb04bdbf470c38e0530667833d7d1d580bd82579a0bdd46f1d3/compiler-build-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-vscode-host/2888f84f123b7caa44aa6807388d98f851d4beaf/f6f3987f755afcb04bdbf470c38e0530667833d7d1d580bd82579a0bdd46f1d3/controller-node.tap	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-vscode-host/2888f84f123b7caa44aa6807388d98f851d4beaf/f6f3987f755afcb04bdbf470c38e0530667833d7d1d580bd82579a0bdd46f1d3/evidence.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-vscode-host/2888f84f123b7caa44aa6807388d98f851d4beaf/f6f3987f755afcb04bdbf470c38e0530667833d7d1d580bd82579a0bdd46f1d3/vscode-extension-host.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-vscode-host/2888f84f123b7caa44aa6807388d98f851d4beaf/f6f3987f755afcb04bdbf470c38e0530667833d7d1d580bd82579a0bdd46f1d3/vscode-host-observation.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-vscode-host/3fccd30b861d48c9d404eb2698fa2eff510569af/29660fc88dac4d3bd11098f7facfe1bd05fda23b378d519d9590f028a3fdc7dd/compiler-build-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-vscode-host/3fccd30b861d48c9d404eb2698fa2eff510569af/29660fc88dac4d3bd11098f7facfe1bd05fda23b378d519d9590f028a3fdc7dd/controller-node.tap	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-vscode-host/3fccd30b861d48c9d404eb2698fa2eff510569af/29660fc88dac4d3bd11098f7facfe1bd05fda23b378d519d9590f028a3fdc7dd/evidence.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-vscode-host/3fccd30b861d48c9d404eb2698fa2eff510569af/29660fc88dac4d3bd11098f7facfe1bd05fda23b378d519d9590f028a3fdc7dd/vscode-extension-host.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational-vscode-host/3fccd30b861d48c9d404eb2698fa2eff510569af/29660fc88dac4d3bd11098f7facfe1bd05fda23b378d519d9590f028a3fdc7dd/vscode-host-observation.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational/474c481bf3c3561c144e077f0000460f61af55f2/5269b6acba08a197e6a8411ba95ccdec6e6a4ff724d35681344b5260087cb2e8/agent-task-economics-sha1.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational/474c481bf3c3561c144e077f0000460f61af55f2/5269b6acba08a197e6a8411ba95ccdec6e6a4ff724d35681344b5260087cb2e8/agent-task-economics-sha256.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational/474c481bf3c3561c144e077f0000460f61af55f2/5269b6acba08a197e6a8411ba95ccdec6e6a4ff724d35681344b5260087cb2e8/cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational/474c481bf3c3561c144e077f0000460f61af55f2/5269b6acba08a197e6a8411ba95ccdec6e6a4ff724d35681344b5260087cb2e8/evidence.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational/4e6751f92525ed8e4bb5e859233616df7adc86d1/e3a9378c33342571621026f9a8c98a191e06e8521faeb97c223a3a0e74801a7f/agent-task-economics-sha1.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational/4e6751f92525ed8e4bb5e859233616df7adc86d1/e3a9378c33342571621026f9a8c98a191e06e8521faeb97c223a3a0e74801a7f/agent-task-economics-sha256.json	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational/4e6751f92525ed8e4bb5e859233616df7adc86d1/e3a9378c33342571621026f9a8c98a191e06e8521faeb97c223a3a0e74801a7f/candidate-publication-cargo.log	historical/provenance; preserved byte-for-byte
docs/evidence/graph-operational/4e6751f92525ed8e4bb5e859233616df7adc86d1/e3a9378c33342571621026f9a8c98a191e06e8521faeb97c223a3a0e74801a7f/cargo.log	historical/provenance; preserved byte-for-byte
